Title,Genre,Theme,Mode,Perspective,Source, File Location,Status,Difficulty (out of 5),Game Length (in hours),File Size (in GB),Top 100,Single-Player,Open World,Action RPG,Action-Adventure,Other,Best Lists,IGN,IGDB,OpenCritic,MetaCritic,GameRankings,Avg. Score,Personal Rating,Owned?,MapGenie?,Save Wizard?,Comments,,,
Tangle Tower,"Point-and-click, Puzzle, Adventure, Indie, Visual Novel","Comedy, Mystery",Single Player,,Digital Download,Drive 4,Unplayed,2.00,10.60,0.84,,,,,,,0,8.10,8.00,7.90,8.50,N/A,8.13,,Y,N,N,,,,
Tannenberg,"Shooter, Simulator, Strategy, Indie","Action, Historical, Warfare","Single Player, Multiplayer, Co-operative, Massively Multiplayer Online (MMO)",First Person,Digital Download,Drive 4,Unplayed,4.00,23.00,14.44,,,,,,,0,7.80,6.60,6.90,6.90,N/A,7.05,,Y,N,N,,,,
Tanuki Justice,"Platform, Adventure, Indie, Arcade","Action, Fantasy","Single Player, Co-operative",Side View,Digital Download,Drive 1,Unplayed,4.00,5.00,0.04,,,,,,,0,7.00,8.00,7.30,7.20,N/A,7.38,,Y,N,N,,,,
Tchia,"Adventure, Indie","Action, Open World",Single Player,Third Person,N/A,N/A,N/A,2.57,31.25,N/A,,,,,,,0,7.10,8.60,7.80,7.70,N/A,7.80,,N,N,N,,,,
Team Sonic Racing,"Racing, Arcade",Science Fiction,"Single Player, Multiplayer, Co-operative, Split Screen",Third Person,N/A,N/A,N/A,3.24,44.98,N/A,,,,,,,0,8.50,7.10,7.40,7.20,7.25,7.49,,N,N,Y,,,,
Tearaway Unfolded,"Platform, Adventure","Action, Comedy, Kids",Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,2.19,18.00,8.24,1,,,,,,1,7.60,8.60,8.30,8.10,8.16,8.15,0,Y,N,N,,,,
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,"Fighting, Hack and Slash/Beat 'em up, Arcade",Action,"Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,1.00,3.63,N/A,,,,,,,0,6.00,6.30,5.20,5.30,N/A,5.70,,N,N,Y,,,,
Teenage Mutant Ninja Turtles: Shredder's Revenge,"Hack and Slash/Beat 'em up, Adventure, Arcade","Action, Science Fiction","Single Player, Multiplayer, Co-operative",Side View,Playstation Plus,N/A,Removed,3.18,20.00,1.90,,,,,,,0,8.00,8.50,8.60,8.50,N/A,8.40,,N,N,Y,Removed from PS+ after download.,,,
Teenage Mutant Ninja Turtles: The Cowabunga Collection,"Fighting, Platform, Hack and Slash/Beat 'em up, Adventure, Arcade","Action, Science Fiction","Single Player, Multiplayer, Co-operative","Bird view/Isometric, Side View",Playstation Plus,Drive 2,Unplayed,3.79,20.67,9.34,,,,,,,0,7.00,7.90,8.10,7.90,N/A,7.73,0,Y,N,Y,,,,
Telling Lies,"Point-and-click, Simulator, Indie","Thriller, Mystery",Single Player,First Person,N/A,N/A,N/A,1.82,9.50,N/A,,,,,,,0,9.00,8.50,7.90,8.40,8.22,8.40,,N,N,N,,,,
Telltale Batman Shadows Edition,"Point-and-click, Adventure","Action, Mystery",Single Player,Third Person,N/A,N/A,N/A,1.47,9.00,7.00,,,,,,,0,7.50,7.90,7.10,7.40,6.92,7.36,,N,N,N,,,,
Terminator 2D: No Fate,"Shooter, Platform, Arcade",Action,Single Player,Side View,N/A,N/A,N/A,4.00,N/A,N/A,,,,,,,0,N/A,N/A,7.60,7.80,N/A,7.70,0,N,N,N,,,,
Terraria,"Platform, Role-playing (RPG), Simulator, Strategy, Adventure, Indie","Action, Fantasy, Science Fiction, Horror, Survival, Sandbox, Open World","Single Player, Multiplayer, Co-operative",Side View,Playstation Plus,Drive 1,Unplayed,3.30,62.00,0.45,,,,,,,0,9.00,8.10,7.90,8.10,8.22,8.26,0,Y,N,N,,,,
TEVI,"Shooter, Platform, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,3.17,90.15,N/A,,,,,,,0,8.00,8.00,8.20,8.30,N/A,8.13,,N,N,N,,,,
Thank Goodness You're Here,"Platform, Puzzle, Adventure, Indie","Action, Comedy, Open World",Single Player,Side View,Playstation Plus,Drive 4,Unplayed,1.67,5.63,1.72,,,,,,,0,8.20,9.00,8.50,9.00,N/A,8.68,,Y,N,N,,,,
The Alliance Alive HD Remastered,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,3.00,52.27,5.58,,,,,,,0,7.00,8.40,7.70,7.40,7.93,7.69,,N,N,Y,,,,
The Artful Escape,"Music, Platform, Puzzle, Role-playing (RPG), Adventure, Indie","Action, Science Fiction",Single Player,Side View,N/A,N/A,N/A,2.44,7.63,N/A,,,,,,,0,8.00,8.30,8.00,8.00,N/A,8.08,,N,N,N,,,,
The Backrooms 1998,"Puzzle, Simulator, Adventure, Indie","Action, Horror, Survival","Single Player, Multiplayer, Co-operative",First Person,N/A,N/A,N/A,2.50,2.33,N/A,,,,,,,0,N/A,N/A,5.65,6.00,N/A,5.83,0,N,N,N,,,,
The Bard's Tale IV: Director's Cut,"Role-playing (RPG), Turn-based Strategy (TBS)",Fantasy,Single Player,,Digital Download,Drive 4,Unplayed,3.86,90.63,30.75,,,,,,,0,7.90,5.00,6.50,7.10,7.13,6.73,,Y,N,N,,,,
The Bard's Tale: Remastered and Resnarkled,"Role-playing (RPG), Adventure",Action,Single Player,,Digital Download,Drive 4,Unplayed,3.13,40.78,3.62,,,,,,,0,8.20,7.70,6.70,7.50,7.79,7.58,,Y,N,N,,,,
The Beast Inside,"Adventure, Indie","Action, Horror, Thriller",Single Player,First Person,Digital Download,Drive 3,Unplayed,3.00,12.50,12.10,,,,,,,0,7.30,N/A,6.80,7.40,N/A,7.17,,Y,N,N,,,,
The Bluecoats - North and South,"Shooter, Real Time Strategy (RTS), Strategy, Arcade","Action, Historical","Single Player, Multiplayer, Co-operative",,Digital Download,Drive 2,Unplayed,3.00,3.00,4.47,,,,,,,0,7.00,N/A,5.00,5.50,6.00,5.88,,Y,N,N,,,,
The Bookwalker: Thief of Tales,"Puzzle, Role-playing (RPG), Turn-based Strategy (TBS), Adventure, Indie","Action, Fantasy, Mystery",Single Player,"First Person, Bird view/Isometric",Digital Download,Drive 4,Unplayed,2.00,18.00,8.65,,,,,,,0,7.60,8.00,6.90,8.00,N/A,7.63,,Y,N,N,,,,
The Bridge Curse 2: The Extracation,"Puzzle, Adventure","Action, Horror, Survival",Single Player,First Person,N/A,N/A,N/A,N/A,7.67,N/A,,,,,,,0,8.20,8.00,7.50,7.20,N/A,7.73,,N,N,N,,,,
The Caligula Effect 2,"Role-playing (RPG), Strategy",Science Fiction,Single Player,Third Person,N/A,N/A,N/A,2.72,75.07,7.50,,,,,,,0,6.40,N/A,6.70,6.50,N/A,6.53,,N,N,Y,,,,
The Caligula Effect: Overdose,"Role-playing (RPG), Adventure","Action, Science Fiction",Single Player,Third Person,N/A,N/A,N/A,2.57,90.92,12.71,,,,,,,0,6.70,5.60,6.00,6.40,6.06,6.15,,N,N,Y,,,,
The Callisto Protocol,"Shooter, Adventure","Action, Science Fiction, Horror, Survival",Single Player,Third Person,Digital Download,Drive 4,Unplayed,3.81,16.00,58.43,,,,,,,0,7.00,6.50,6.70,6.90,N/A,6.78,,Y,N,Y,,,,
The Centennial Case: A Shijima Story,Adventure,"Historical, Mystery",Single Player,,N/A,N/A,N/A,2.75,20.55,11.89,,,,,,,0,6.80,8.00,7.30,7.10,N/A,7.30,,N,N,N,,,,
The Coma 2: Vicious Sisters,"Strategy, Adventure, Indie, Visual Novel","Action, Horror, Survival",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.00,13.52,2.22,,,,,,,0,9.20,6.00,7.80,7.40,N/A,7.60,,Y,N,N,,,,
The Complex,Adventure,"Science Fiction, Thriller",Single Player,,N/A,N/A,N/A,1.86,11.47,N/A,,,,,,,0,6.20,7.20,6.00,6.00,N/A,6.35,,N,N,N,,,,
The Council - The Complete Season,"Role-playing (RPG), Adventure","Action, Thriller, Historical, Mystery",Single Player,,Digital Download,Drive 4,Unplayed,2.62,19.00,14.79,,,,,,,0,7.10,7.00,7.50,7.40,7.33,7.27,,Y,N,N,,,,
The Crew 2,Racing,"Action, Open World","Single Player, Multiplayer, Co-operative",Third Person,Playstation Plus,Drive 3,Unplayed,3.22,79.50,63.65,,,,,,,0,7.00,6.20,6.60,6.40,6.39,6.52,,Y,N,N,,,,
The Cub,"Platform, Puzzle, Adventure, Indie, Arcade",Science Fiction,Single Player,Side View,Digital Download,Drive 4,Unplayed,2.00,4.53,3.37,,,,,,,0,7.00,7.50,7.50,7.40,N/A,7.35,,Y,N,N,,,,
The Dark Pictures Anthology: House of Ashes,Adventure,"Horror, Survival, Mystery","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,Removed,2.65,16.50,55.56,,,,,,,0,8.00,N/A,7.30,7.10,N/A,7.47,0,N,N,N,Removed from PS+ after download.,,,
The Dark Pictures Anthology: Little Hope,Adventure,"Horror, Survival, Mystery","Single Player, Multiplayer, Co-operative",Third Person,Playstation Plus,Drive 1,Unplayed,2.22,25.00,62.95,,,,,,,0,5.00,7.60,7.40,7.10,N/A,6.78,,Y,N,N,,,,
The Dark Pictures Anthology: Man of Medan,Adventure,"Horror, Survival, Mystery","Single Player, Multiplayer, Co-operative",Third Person,Playstation Plus,Drive 1,Unplayed,2.21,35.32,50.21,,,,,,,0,7.00,7.10,7.10,6.90,7.11,7.04,0,Y,N,N,,,,
The Dark Pictures Anthology: The Devil in Me,Adventure,"Horror, Thriller, Survival","Single Player, Co-operative",Third Person,N/A,N/A,Removed,2.91,23.48,84.38,,,,,,,0,5.00,7.40,7.20,6.90,N/A,6.63,0,N,N,N,Removed from PS+ after download.,,,
The Darkside Detective,"Point-and-click, Puzzle, Adventure, Indie","Comedy, Mystery",Single Player,Third Person,N/A,N/A,N/A,3.50,11.37,0.30,,,,,,,0,7.40,5.50,7.60,7.70,8.13,7.27,,N,N,N,,,,
The Deadly Tower of Monsters,"Shooter, Adventure, Indie","Action, Science Fiction, Comedy","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 4,Unplayed,2.30,14.02,1.92,,,,,,,0,7.10,7.50,7.10,7.20,7.59,7.30,,Y,N,Y,,,,
The DioField Chronicle,"Role-playing (RPG), Simulator, Strategy, Turn-based Strategy (TBS)",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.83,65.35,22.23,,,,,,,0,7.00,6.60,7.10,7.10,N/A,6.95,,N,N,Y,,,,
The Dungeon of Naheulbeuk: The Amulet of Chaos - Chicken Edition,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Tactical, Adventure, Indie","Action, Fantasy, Comedy",Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.20,77.18,12.12,,,,,,,0,8.20,9.20,6.80,7.20,N/A,7.85,,Y,N,Y,,,,
The Elder Scrolls IV: Oblivion,"Role-playing (RPG), Adventure","Action, Fantasy, Historical, Sandbox, Open World",Single Player,"First Person, Third Person",PS+ Stream,Online Stream,Unplayed,3.05,332.07,N/A,,,,,,,0,9.30,8.10,N/A,9.40,9.30,9.02,,Y,Y,N,,,,
The Entropy Centre,"Puzzle, Adventure","Science Fiction, Thriller, Mystery",Single Player,First Person,N/A,N/A,N/A,3.00,18.25,6.45,,,,,,,0,7.00,8.40,8.10,8.00,N/A,7.88,,N,N,N,,,,
The Escapists,"Puzzle, Role-playing (RPG), Simulator, Strategy, Tactical, Adventure, Indie","Action, Stealth, Comedy, Sandbox",Single Player,Bird view/Isometric,Digital Download,Drive 3,Unplayed,3.96,50.50,0.32,,,,,,,0,7.60,6.90,7.30,7.40,6.89,7.22,,Y,N,N,,,,
The Escapists 2,"Puzzle, Role-playing (RPG), Simulator, Strategy, Tactical, Adventure, Indie","Action, Stealth, Sandbox","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 3,Unplayed,4.13,60.00,3.58,,,,,,,0,7.10,7.50,7.50,7.50,7.48,7.42,,Y,N,N,,,,
The Eternal Cylinder,Adventure,"Action, Survival, Open World",Single Player,Third Person,N/A,N/A,N/A,3.00,27.95,11.00,,,,,,,0,8.30,7.40,8.10,7.90,N/A,7.93,,N,N,N,,,,
The Evil Within,"Shooter, Puzzle, Adventure","Action, Horror, Survival, Stealth",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.85,40.50,41.82,,,,,,,0,8.70,7.50,7.30,7.50,7.54,7.71,0,Y,N,Y,,,,
The Evil Within 2,"Shooter, Role-playing (RPG), Adventure","Action, Horror, Survival, Stealth",Single Player,"First Person, Third Person",Playstation Plus,Drive 1,Unplayed,3.14,28.00,31.81,,,,,,,0,8.00,8.10,8.00,7.60,7.58,7.86,0,Y,N,Y,,,,
The Exit 8,"Puzzle, Simulator, Adventure, Indie","Horror, Mystery",Single Player,First Person,Playstation Plus,Drive 4,Unplayed,2.33,2.00,1.18,,,,,,,0,7.20,9.30,6.70,6.90,N/A,7.53,0,Y,N,N,,,,
The Expanse: A Telltale Series,"Role-playing (RPG), Adventure","Action, Science Fiction, Mystery",Single Player,Third Person,N/A,N/A,N/A,3.00,12.43,N/A,,,,,,,0,7.00,8.50,7.50,8.00,N/A,7.75,,N,N,N,,,,
The Expanse: A Telltale Series,"Role-playing (RPG), Adventure","Action, Science Fiction, Mystery",Single Player,Third Person,N/A,N/A,N/A,3.00,12.43,N/A,,,,,,,0,7.00,8.50,7.50,8.00,N/A,7.75,,N,N,N,,,,
The Flame in the Flood,"Simulator, Adventure, Indie","Action, Survival",Single Player,Third Person,Digital Download,Drive 4,Unplayed,4.13,74.62,5.23,,,,,,,0,7.30,8.00,7.50,7.30,7.84,7.59,0,Y,N,N,,,,
The Forest,"Puzzle, Simulator, Adventure, Indie","Action, Horror, Survival, Open World","Single Player, Multiplayer, Co-operative","First Person, Virtual Reality",Digital Download,Drive 3,Unplayed,3.65,58.50,2.29,,,,,,,0,8.40,8.60,8.10,8.30,7.89,8.26,,Y,Y,N,,,,
The Forgotten City,"Role-playing (RPG), Adventure, Indie","Fantasy, Historical, Drama, Mystery",Single Player,First Person,Playstation Plus,Drive 1,Unplayed,3.00,10.50,11.37,,,,,,,0,9.00,9.00,8.40,8.50,N/A,8.73,0,Y,N,N,,,,
The Gardens Between,"Puzzle, Adventure, Indie","Fantasy, Mystery",Single Player,"Third Person, Side View",Playstation Plus,Drive 1,Unplayed,3.27,5.52,3.23,,,,,,,0,7.10,8.10,7.90,7.90,7.46,7.69,,Y,N,N,,,,
The Great Ace Attorney Chronicles,"Puzzle, Adventure, Visual Novel","Historical, Mystery",Single Player,"First Person, Text",N/A,N/A,N/A,2.92,80.00,4.21,,,,,,,0,8.70,8.60,8.50,8.60,N/A,8.60,,N,N,N,,,,
The Hong Kong Massacre,"Fighting, Shooter, Indie, Arcade",Action,Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,4.00,11.00,4.87,,,,,,,0,7.90,5.50,6.50,7.10,6.56,6.71,0,Y,N,N,,,,
The House in Fata Morgana: Dreams of the Revenants Edition,"Indie, Visual Novel","Horror, Thriller, Drama, Mystery",Single Player,Text,Digital Download,Drive 3,Unplayed,1.00,47.50,6.17,,,,,,,0,9.00,8.00,8.90,9.60,N/A,8.88,,Y,N,N,,,,
The House of the Dead 2: Remake,"Shooter, Arcade","Action, Horror, Survival","Single Player, Multiplayer, Co-operative",First Person,N/A,N/A,N/A,3.75,1.50,N/A,,,,,,,0,N/A,7.00,5.60,6.80,N/A,6.47,0,N,N,N,,,,
The House of the Dead Remake,"Shooter, Indie, Arcade","Action, Horror, Survival","Single Player, Co-operative",First Person,Digital Download,Drive 3,Unplayed,3.27,6.00,2.12,,,,,,,0,6.00,6.90,6.10,5.70,N/A,6.18,,Y,N,N,,,,
The Incredible Adventures of Van Helsing: Complete Trilogy,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 3,Unplayed,3.33,52.00,37.80,,,,,,,0,7.60,6.50,6.40,7.10,6.08,6.74,0,Y,N,Y,"Contains the following:
• The Incredible Adventures of Van Helsing Extended Edition
• The Incredible Adventures of Van Helsing II
• The Incredible Adventures of Van Helsing III",,,
The Invisible Hours,"Puzzle, Adventure","Thriller, Mystery",Single Player,Virtual Reality,N/A,N/A,N/A,1.50,9.83,N/A,,,,,,,0,5.00,7.30,7.50,7.10,8.38,7.06,,N,N,N,,,,
The Knight Witch,"Shooter, Adventure, Indie, Card & Board Game",Action,Single Player,"Side View, Text",Digital Download,Drive 4,Unplayed,4.33,17.37,4.32,,,,,,,0,7.30,8.00,7.30,7.90,N/A,7.63,,Y,N,Y,,,,
The Last Campfire,"Puzzle, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.94,14.18,3.42,,,,,,,0,9.00,8.80,7.90,8.30,N/A,8.50,,Y,N,N,,,,
The Last Faith,"Fighting, Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy, Horror, Mystery",Single Player,Side View,N/A,N/A,N/A,4.67,42.00,2.27,,,,,,,0,7.00,7.60,7.40,7.20,N/A,7.30,,N,N,Y,,,,
The Last Guardian,"Platform, Puzzle, Adventure",Action,Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,2.98,25.50,13.77,,,,,,,0,7.00,8.00,8.10,8.20,8.20,7.90,0,Y,N,N,,,,
The Last Hero of Nostalgaia,"Role-playing (RPG), Adventure","Action, Fantasy, Comedy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.00,30.00,N/A,,,,,,,0,7.00,6.80,7.00,7.50,N/A,7.08,,N,N,N,,,,
The Last of Us Left Behind Remastered,"Shooter, Adventure","Action, Horror, Survival",Single Player,Third Person,Playstation Plus,Drive 4,Unplayed,3.00,6.08,14.85,,,,,,,0,9.00,8.70,N/A,8.80,N/A,8.83,0,Y,N,Y,,,,
The Last Remnant Remastered,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Third Person,Digital Download,Drive 4,Unplayed,4.02,184.05,12.01,,,,,,,0,8.00,6.20,6.90,7.00,7.14,7.05,0,Y,N,Y,,,,
The Last Stand: Aftermath,"Shooter, Adventure, Indie","Action, Horror, Survival",Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.50,45.00,9.27,,,,,,,0,5.70,7.50,7.80,7.30,N/A,7.08,,Y,N,N,,,,
The Legend of Dragoon,Role-playing (RPG),"Action, Fantasy, Historical, Drama",Single Player,Third Person,Playstation Plus,Drive 2,Unplayed,3.06,63.50,9.15,,,,,,,0,7.00,8.40,7.00,7.40,N/A,7.45,,Y,N,Y,,,,
The Legend of Heroes: Trails from Zero,"Role-playing (RPG), Turn-based Strategy (TBS)","Action, Fantasy, Science Fiction, Drama",Single Player,Third Person,N/A,N/A,N/A,2.96,109.22,N/A,,,,,,,0,8.80,8.70,8.30,8.00,N/A,8.45,,N,N,Y,,,,
The Legend of Heroes: Trails into Reverie Deluxe Edition,"Role-playing (RPG), Turn-based Strategy (TBS)","Action, Fantasy, Science Fiction, Drama",Single Player,"Third Person, Virtual Reality",N/A,N/A,N/A,3.11,173.37,N/A,,,,,,,0,8.00,7.20,8.00,8.10,N/A,7.83,,N,N,Y,,,,
The Legend of Heroes: Trails of Cold Steel,"Role-playing (RPG), Turn-based Strategy (TBS)",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.98,108.00,4.00,,,,,,,0,8.20,8.20,7.90,8.10,8.05,8.09,,N,N,Y,,,,
The Legend of Heroes: Trails of Cold Steel 4,"Role-playing (RPG), Turn-based Strategy (TBS)","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,2.95,229.25,N/A,,,,,,,0,8.60,8.30,8.10,8.10,N/A,8.28,0,N,N,Y,,,,
The Legend of Heroes: Trails of Cold Steel II,"Role-playing (RPG), Turn-based Strategy (TBS)",Fantasy,Single Player,Third Person,N/A,N/A,N/A,3.01,150.03,N/A,,,,,,,0,8.30,8.10,8.20,8.00,7.77,8.07,,N,N,Y,,,,
The Legend of Heroes: Trails of Cold Steel III,"Role-playing (RPG), Turn-based Strategy (TBS)","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,2.80,186.68,N/A,,,,,,,0,8.50,8.40,8.30,8.20,8.33,8.35,,N,N,Y,,,,
The Legend of Heroes: Trails through Daybreak,"Role-playing (RPG), Turn-based Strategy (TBS)","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,2.90,182.75,12.67,,,,,,,0,8.00,8.40,8.50,8.40,N/A,8.33,0,N,N,Y,,,,
The Legend of Heroes: Trails through Daybreak 2,"Role-playing (RPG), Turn-based Strategy (TBS), Adventure","Action, Fantasy, Science Fiction, Drama",Single Player,Third Person,N/A,N/A,N/A,3.00,113.28,N/A,,,,,,,0,7.00,8.20,7.70,7.70,N/A,7.65,,N,N,N,,,,
The Legend of Heroes: Trails to Azure,"Role-playing (RPG), Turn-based Strategy (TBS)","Action, Fantasy, Science Fiction, Drama",Single Player,Third Person,N/A,N/A,N/A,2.97,130.10,N/A,,,,,,,0,9.00,8.30,8.30,8.10,N/A,8.43,0,N,N,Y,,,,
The Legend of Nayuta: Boundless Trails,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,2.96,52.15,N/A,,,,,,,0,7.40,8.10,7.90,7.50,N/A,7.73,,N,N,Y,,,,
The Legend of Tian Ding,"Fighting, Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie, Arcade","Action, Fantasy, Historical, Drama",Single Player,Side View,N/A,N/A,N/A,3.50,16.97,N/A,,,,,,,0,7.10,8.40,8.10,8.10,N/A,7.93,0,N,N,N,,,,
The Life and Suffering of Sir Brante,"Role-playing (RPG), Simulator, Strategy, Adventure, Indie, Visual Novel",Fantasy,Single Player,First Person,N/A,N/A,N/A,2.00,32.00,5.01,,,,,,,0,7.30,8.50,8.30,8.20,N/A,8.08,,N,N,N,,,,
The Magic Circle: Gold Edition,"Simulator, Strategy, Adventure, Indie","Science Fiction, Comedy, Sandbox",Single Player,First Person,N/A,N/A,N/A,2.33,10.67,N/A,,,,,,,0,7.80,8.40,7.30,7.90,7.42,7.76,,N,N,N,,,,
The Medium,Adventure,"Action, Horror, Thriller, Mystery",Single Player,Third Person,N/A,N/A,N/A,2.92,10.00,26.09,,,,,,,0,8.00,7.50,7.50,7.10,N/A,7.53,,N,N,N,PS5 only,,,
The Messenger,"Platform, Adventure, Indie, Arcade","Action, Comedy",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.47,29.92,0.70,,,,,,,0,8.00,8.70,8.60,8.60,8.33,8.45,,Y,N,Y,,,,
The Mortuary Assistant,"Puzzle, Simulator, Adventure, Indie","Horror, Thriller, Mystery",Single Player,First Person,N/A,N/A,N/A,3.13,31.02,N/A,,,,,,,0,7.60,7.50,7.50,7.50,N/A,7.53,,N,N,N,,,,
The Mummy Demastered,"Shooter, Platform, Puzzle, Adventure","Action, Fantasy, Science Fiction",Single Player,Side View,N/A,N/A,N/A,3.67,10.52,N/A,,,,,,,0,7.20,7.40,7.50,7.50,7.51,7.42,,N,N,Y,,,,
The Ninja Saviors: Return of the Warriors,"Fighting, Hack and Slash/Beat 'em up, Arcade",Action,"Single Player, Multiplayer, Co-operative, Split Screen",Side View,N/A,N/A,N/A,3.64,6.50,N/A,,,,,,,0,7.90,7.40,7.80,7.90,7.70,7.74,,N,N,Y,,,,
The Occupation,"Adventure, Indie","Thriller, Stealth, Mystery",Single Player,First Person,N/A,N/A,N/A,3.67,14.00,N/A,,,,,,,0,5.90,7.00,6.70,6.30,6.62,6.50,,N,N,N,,,,
The Order: 1886,"Shooter, Adventure","Action, Fantasy, Horror, Historical","Single Player, Multiplayer",Third Person,Digital Download,Drive 4,Unplayed,2.53,10.50,31.64,1,,,,,,1,6.50,6.30,6.20,6.30,6.27,6.31,0,Y,N,N,,,,
The Outer Worlds,"Shooter, Role-playing (RPG), Adventure","Action, Science Fiction, Open World",Single Player,First Person,Digital Download,Drive 3,Unplayed,2.76,39.50,48.39,1,,,,,,1,7.00,8.60,8.30,8.50,8.75,8.23,0,Y,Y,Y,,,,
The Park,Adventure,"Horror, Mystery",Single Player,First Person,Digital Download,Drive 1,Unplayed,1.72,3.50,5.46,,,,,,,0,7.00,6.60,6.70,6.70,5.53,6.51,,Y,N,N,,,,
The Pathless,"Role-playing (RPG), Adventure, Indie","Action, Fantasy, Open World, Mystery",Single Player,Third Person,N/A,N/A,N/A,2.83,13.00,4.33,,,,,,,0,8.00,8.10,7.80,7.70,N/A,7.90,,N,N,N,,,,
The Pedestrian,"Platform, Puzzle, Adventure, Indie",,Single Player,Side View,Playstation Plus,Drive 1,Unplayed,3.00,8.12,2.72,,,,,,,0,7.20,7.30,7.90,8.10,N/A,7.63,,Y,N,N,,,,
The Persistence,"Adventure, Indie","Action, Science Fiction, Horror, Survival",Single Player,"First Person, Virtual Reality",N/A,N/A,N/A,3.00,29.90,N/A,,,,,,,0,7.30,7.70,7.40,7.50,7.79,7.54,0,N,N,Y,,,,
The Princess Guide,"Role-playing (RPG), Strategy",Action,Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,2.60,8.62,1.61,,,,,,,0,4.00,5.50,6.00,5.70,5.69,5.38,,Y,N,Y,,,,
The Quiet Man,Hack and Slash/Beat 'em up,Action,Single Player,Third Person,Digital Download,Drive 2,Unplayed,2.61,6.42,38.25,,,,,,,0,5.50,3.10,2.90,2.80,N/A,3.58,0,Y,N,N,,,,
The Sexy Brutale,"Puzzle, Adventure, Indie",Mystery,Single Player,Bird view/Isometric,N/A,N/A,N/A,2.71,14.95,N/A,,,,,,,0,8.20,8.00,8.10,8.30,7.93,8.11,,N,N,N,,,,
The Sinking City,"Shooter, Puzzle, Role-playing (RPG), Adventure","Action, Horror, Open World, Mystery",Single Player,Third Person,Digital Download,Drive 2,Unplayed,3.21,33.00,13.25,,,,,,,0,7.80,7.00,6.90,7.10,6.57,7.07,,Y,N,Y,,,,
The Sly Collection,"Platform, Adventure","Action, Stealth","Single Player, Co-operative, Split Screen",Third Person,PS+ Stream,Online Stream,Unplayed,2.81,68.65,N/A,,,,,,,0,8.50,8.10,N/A,8.50,8.74,8.46,0,Y,N,N,"Contains the following:
• Sly Cooper and the Thievus Raccoonus
• Sly 2: Band of Thieves
• Sly 3: Honor Among Thieves",,,
The Stanley Parable: Ultra Deluxe,"Simulator, Adventure","Comedy, Mystery",Single Player,First Person,Playstation Plus,Drive 3,Unplayed,2.78,11.00,5.41,,,,,,,0,8.80,8.30,9.00,9.00,N/A,8.78,,Y,N,N,,,,
The Suicide of Rachel Foster,"Adventure, Indie","Horror, Mystery",Single Player,First Person,N/A,N/A,N/A,2.17,7.20,8.56,,,,,,,0,6.80,6.50,6.80,6.30,N/A,6.60,0,N,N,N,,,,
